0.000129,8.787576
0.000305,15.439709
0.000129,4.676278
0.000269,17.361619
0.000269,17.361619
0.000413,24.504987
0.000381,18.543392
0.000149,13.785544
0.000169,3.527908
0.000515,22.932489
0.000468,29.252694
0.000468,29.252694
0.000169,3.239012
0.000458,19.596422
0.000149,5.025355
0.000226,10.838526
0.000226,12.639758
0.000608,26.841614
0.000195,24.707667
0.000380,21.000653
0.000586,35.170866
0.000171,4.918731
0.000171,4.720960
0.000305,24.069274
0.000190,26.603655
0.000129,6.204208
0.000129,6.204208
0.000333,25.103079
0.000333,29.962039
0.000149,10.583743
0.000129,9.054275
0.000269,20.447881
0.000269,20.447881
0.000500,40.855234
0.000450,36.015218
0.000380,29.432557
0.000468,40.422759
0.000149,16.925594
0.000149,8.081986
0.000149,8.081986
0.000129,5.649428
0.000585,26.449102
0.000129,7.994398
0.000171,6.294750
0.000226,25.314643
0.000129,8.787576
0.000129,8.787576
0.000129,6.413278
0.000129,8.787576
0.000129,8.848516
0.000450,37.280743
0.000129,6.222530
0.000129,8.787576
0.000129,8.787576
0.000129,8.787576
0.000129,8.787576
0.000226,25.314643
0.000129,8.848516
0.000129,8.787576
0.000129,8.787576
0.000129,9.043321
0.000129,8.887413
0.000129,8.787576
0.000129,15.730481
0.000129,6.747200
0.000129,8.787576
0.000129,8.787576
0.000129,8.787576
0.000129,6.348381
0.000129,8.787576
0.000382,29.192820
0.000382,29.192820
0.000129,8.787576
0.000129,8.837857
0.000129,8.787576
0.000129,8.787576
0.000129,8.787576
0.000129,6.400404
0.000129,9.187155
0.000217,11.562414
0.000129,8.787576
0.000129,8.787576
0.000129,9.045597
0.000129,8.787576
0.000129,8.787576
0.000269,29.416811
0.000129,8.787576
0.000129,8.787576
0.000129,6.189690
0.000129,8.787576
0.000129,8.787576
0.000129,9.022965
0.000129,9.080461
0.000129,8.787576
0.000129,8.787576
0.000129,9.029103
0.000129,6.482524
0.000129,8.757549
0.000129,8.787576
0.000129,22.163654
0.000129,8.787576
0.000129,8.875121
0.000129,7.430944
0.000129,8.787576
0.000129,8.787576
0.000129,8.787576
0.000269,29.416811
0.000269,29.416811
0.000129,6.294617
0.000129,6.482524
0.000129,11.517625
0.000129,8.787576
0.000129,6.359945
0.000129,6.226435
0.000129,8.787576
0.000129,9.103943
0.000129,8.787576
0.000217,9.064901
0.000129,8.787576
0.000195,21.365211
0.000129,8.887413
0.000129,10.538530
0.000129,8.787576
0.000129,8.974285
0.000129,8.787576
0.000129,15.026256
0.000190,12.209012
0.000195,21.300340
0.000129,6.423045
0.000129,8.887413
0.000515,41.578380
0.000129,3.695472
0.000129,8.787576
0.000129,8.787576
0.000269,29.499873
0.000129,7.430944
0.000129,8.787576
0.000129,8.787576
0.000129,9.019665
0.000129,8.787576
0.000129,24.890353
0.000190,17.127102
