,name,ADRS
0,erdse,6.702105376726014
1,momprdse,0.0678214595210101
2,acdse,3.582104483613797
3,ppo,3.6018641402049223
4,dtl,7.231088228285133
5,nsga2,0.4424596316158049
6,cc-aco,0.5228608291714105
7,bo,1.6942868902904515
8,crldse,3.3968420762275366
