,name,ADRS
0,erdse,158.68349269095017
1,momprdse,26.166061852816277
2,acdse,87.57260591692886
3,ppo,148.2999747396972
4,dtl,137.60631234998607
5,nsga2,22.62804168294582
6,cc-aco,107.50563558677992
7,bo,111.34298880567346
8,crldse,43.91088894854613
