10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
0.000190,6.965307
10000.000000,10000.000000
10000.000000,10000.000000
0.000149,9.857894
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
0.000226,10.398139
10000.000000,10000.000000
0.000169,2.757156
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
0.000129,3.785759
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
0.000195,8.463373
10000.000000,10000.000000
0.000129,4.751598
0.000129,4.751598
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
0.000129,3.564620
0.000129,4.427122
0.000129,4.853542
0.000269,12.015809
0.000190,7.931041
0.000129,3.443879
10000.000000,10000.000000
10000.000000,10000.000000
0.000129,3.722049
0.000129,4.873165
0.000129,5.059997
0.000129,3.502115
0.000190,6.712392
0.000171,1.924068
10000.000000,10000.000000
0.000129,3.704445
0.000129,5.113119
0.000129,4.089856
0.000129,4.272197
0.000129,4.272197
0.000129,3.591289
0.000129,3.659030
0.000169,3.598889
0.000129,4.964163
0.000129,6.194981
10000.000000,10000.000000
0.000129,3.476471
10000.000000,10000.000000
0.000169,2.671394
0.000217,7.089694
0.000217,7.218736
0.000169,2.373323
0.000129,4.063000
0.000305,13.610124
0.000129,3.652244
0.000226,10.172411
10000.000000,10000.000000
10000.000000,10000.000000
0.000129,3.433288
0.000129,3.892298
0.000129,3.892298
0.000129,3.707939
0.000129,3.707939
0.000129,4.724232
0.000129,6.382990
10000.000000,10000.000000
0.000169,2.853453
0.000129,4.443891
0.000129,3.561344
10000.000000,10000.000000
0.000217,6.939255
0.000129,3.597618
0.000171,1.917892
0.000134,3.906232
0.000129,4.105536
0.000169,1.958675
0.000129,3.702420
0.000171,3.927063
0.000169,1.977322
0.000129,3.449654
0.000129,3.602059
0.000171,2.096894
