0.000149,8.308610
0.000149,7.157309
0.000149,7.157309
0.000149,7.157309
0.000149,7.041733
0.000171,4.787000
0.000195,9.702383
0.000195,9.702383
0.000171,6.287528
0.000171,2.977574
0.000201,5.221437
0.000149,6.495887
0.000149,6.325269
0.000171,5.936066
0.000190,9.943889
0.000149,6.723456
0.000149,5.481558
0.000171,6.631187
0.000149,8.239318
0.000169,3.852288
0.000149,8.355132
0.000149,8.308610
0.000149,8.308610
0.000149,8.308610
0.000149,8.308610
0.000149,8.308610
0.000149,8.096089
0.000149,8.308610
0.000149,6.333106
0.000149,8.308610
0.000149,8.308610
0.000149,8.308610
0.000149,8.308610
0.000149,6.333106
0.000149,8.308610
0.000129,6.045097
0.000149,6.318628
0.000149,6.540512
0.000149,8.308610
0.000149,8.308610
0.000149,8.872302
0.000149,8.308610
0.000149,8.394447
0.000149,6.333106
0.000149,8.319749
0.000149,8.347269
0.000149,8.308610
0.000149,8.326301
0.000149,8.347269
0.000149,8.332854
0.000149,8.332854
0.000171,5.949193
0.000149,6.417430
0.000129,7.439793
0.000149,6.334417
0.000149,6.334417
0.000129,6.136669
0.000149,6.318628
0.000129,6.045097
0.000129,4.660747
0.000129,5.815743
0.000149,8.288952
0.000129,5.881826
0.000149,8.363650
0.000226,11.489578
0.000129,4.652524
0.000149,6.112189
0.000129,6.045097
0.000129,4.728199
0.000129,6.045097
0.000129,4.800962
0.000129,6.045097
0.000129,5.405083
0.000129,6.615043
0.000129,8.487724
0.000129,6.045097
0.000129,6.171673
0.000129,6.045097
0.000129,6.045097
0.000129,6.118228
0.000129,5.113407
0.000129,6.045097
0.000129,5.370380
0.000129,6.045097
0.000129,6.197209
0.000190,10.658523
0.000129,6.045097
0.000129,6.619400
0.000129,6.045097
0.000129,4.719869
0.000129,6.045097
0.000129,6.045097
0.000149,8.308610
0.000129,6.028107
0.000129,6.079816
0.000129,6.045097
0.000129,5.343838
0.000129,6.045097
0.000129,6.045097
0.000129,5.749902
0.000171,3.764242
0.000129,6.118228
