,reward
0,6.096545037642452e-06
1,2.9691609884205464e-07
2,1.1299068340245053
3,0.0001990978586171634
4,6.0776348402342935
5,7.721646478073865
6,2.0000918057974153e-05
7,0.2210846431767306
8,1.0538848909284741
9,6.273972540880889
10,5.53256695028118
11,4.5048526077094975
12,3.2788609326080413
13,1.6438328849011923
14,1.2166771819409838
15,7.916363304679593
16,0.8517190497418505
17,3.4909755103157036
18,7.074708164343249
19,0.3427400239526877
20,2.274714616902588e-05
21,0.0002203874911132038
22,1.3062083392429
23,0.26321833477114687
24,2.9094909044848007
25,0.4389306127941164
26,6.332156996523924e-09
27,0.034659479774465415
28,11.256860748646368
29,0.7859533941369001
30,6.0776348402342935
31,9.603653413973584e-08
32,5.53256695028118
33,0.42875753294139446
34,0.3986247597449584
35,0.013648007764610448
36,3.068419246283794
37,4.5460702561820465
38,0.0047878183963921545
39,2.06057013533783
40,4.16045834047879
41,0.22100478616398608
42,1.6466788666114491
43,1.2619116466418643
44,7.721646478073865
45,6.0776348402342935
46,0.2206055062523945
47,1.3874221594236922
48,4.504638670709199
49,9.389017536088858
50,5.53256695028118
51,0.8180442086001471
52,0.3075353346101871
53,6.750289190510846
54,9.897731098788887
55,5.247929345772257
56,3.068419246283794
57,3.3486490920654286
58,2.232257736604713
59,0.2071130457583234
60,0.21453138039218028
61,1.3610732634658775
62,11.25757453315753
63,11.40825424823726
64,0.2506710393336454
65,10.317369423983243
66,11.255791397211993
67,5.30198897969925
68,6.399046873245212
69,8.427721276626073
70,7.318167430981059
71,9.188375328504174
72,9.04721141189943
73,2.2751487101080543
74,7.771175206695339
75,8.217778304189425
76,0.7193072998015406
77,5.603089225832213
78,2.6707943766257924e-06
79,8.457981364418254
80,7.059106821369761
81,1.075367815953238
82,2.2751487101080543
83,7.878991744789519
84,2.185689146192562
85,2.8394179661429453
86,11.262905926111582
87,11.184874199139836
88,3.425574433192471
89,2.2751487101080543
90,5.881284606151252
91,9.30372890757151
92,4.113792306803852
93,8.367749633999654
94,4.245551057351669
95,0.2779457002770024
96,0.3315749787052779
97,9.853007988184164
98,9.855909918339956
99,0.13845051695294677
100,1.604250082087352
101,9.295562472579768
102,1.3556232993239319
103,11.408242970302139
104,0.1015206012577886
105,11.408305974390776
106,11.374540770193255
107,0.307789145381036
108,0.22708360086914953
