latency,Area,energy,power
0.00126,82.185,9.32794632,7.403132
0.001232,73.02,7.2062082400000005,5.849195
0.000317,1022.5,23.409183267999996,73.846004
0.0,0.0,0.0,0.0
0.000326,55.192,2.697774206,8.275381
0.000413,623.5,25.008859820000005,60.554140000000004
0.000449,542.42,16.119633412,35.901188
0.0,0.0,0.0,0.0
0.000413,427.2,18.578540680000003,44.98436
0.000379,144.15,8.175023178,21.569982
0.000326,606.7,12.608521395999999,38.676446
0.000319,543.91,15.816886084999998,49.582715
0.000379,219.08,10.227590533,26.985727
0.004025,99.079,41.294531774999996,10.259511
0.00038,895.06,26.167788,68.8626
0.004023,334.44,110.40033669299999,27.442291
0.000473,453.47,20.172832735000004,42.648695000000004
0.000317,122.09,4.7865291370000005,15.099461
0.00126,53.525,8.11690362,6.441987
0.000471,329.78,16.071691377000004,34.12248700000001
0.000439,200.85,8.699377211,19.816349
0.000379,178.97,9.027357415,23.818885
0.00126,450.61,38.59110108000001,30.627858000000003
0.000317,388.87,10.751372634000003,33.916002000000006
0.0,0.0,0.0,0.0
0.000449,42.945,2.479320528,5.521872
0.000449,99.07,4.591571433,10.226217
0.000445,79.045,5.312967585,11.939253
0.000318,428.1,12.074435196000001,37.969922000000004
0.000409,229.29,8.552875075000001,20.911675000000002
0.004022,88.408,38.74843064000001,9.634120000000001
0.000318,113.54,4.74109221,14.909094999999999
0.000318,680.43,15.980117237999997,50.251940999999995
0.000439,126.71,6.043169956999999,13.765763
0.000446,265.24,14.197661612,31.833322
0.000413,775.51,28.814400825,69.768525
0.000449,312.1,9.949050658,22.158242
0.000319,247.4,8.0442868,25.2172
0.000449,40.466,2.5435692850000002,5.664965
0.00038,216.69,9.76005946,25.684367
0.000345,654.2,16.903039364999998,48.994316999999995
0.00126,41.578,5.86699092,4.656342
0.000449,60.098,3.2712236239999997,7.285576
0.000326,107.41,3.813550934,11.698008999999999
0.000282,279.8,8.660114814000002,30.709627
0.000446,720.32,24.4337086,54.784099999999995
0.000449,93.644,4.678910913,10.420736999999999
0.0,0.0,0.0,0.0
0.00126,59.408,7.03036782,5.579657
0.001232,74.193,7.379523536,5.989872999999999
0.000325,323.08,8.4756542,26.078936
0.000449,103.96,4.56101384,10.15816
0.000439,111.09,6.341447629,14.445211
0.000318,535.01,12.697030859999998,39.927769999999995
0.004028,524.0,134.18202294600002,33.3123195
0.000449,90.94,6.144987958000001,13.685942
0.00025,774.9,14.59230875,58.369235
0.000413,426.98,18.083213673,43.785021
0.004025,493.32,132.466304075,32.910883000000005
0.000446,317.85,15.558512422000002,34.884557
0.000318,115.61,5.6824628399999995,17.86938
0.000319,144.32,6.080564270000001,19.06133
0.0,0.0,0.0,0.0
0.000439,350.77,13.324737402999999,30.352477
0.000439,447.94,16.589370561,37.788999
0.000455,74.462,5.2546312,11.54864
0.0,0.0,0.0,0.0
0.000295,246.02,7.034720155000001,23.846509
0.000642,142.68,7.055300088,10.989564
0.00126,163.48,16.579155600000004,13.15806
0.000449,44.083,2.6420731500000003,5.88435
0.000243,521.13,10.353191904,42.605728
0.000473,298.27,15.721389057000001,33.237609
0.001256,122.6,11.390544680000001,9.068905
0.000438,79.47,5.2521587400000005,11.99123
0.00123,239.94,20.912820390000004,17.002293
0.00123,55.042,6.16042548,5.008476
0.0,0.0,0.0,0.0
0.000446,385.43,20.085167568,45.034008
0.0,0.0,0.0,0.0
0.000295,450.16,11.37541771,38.560738
0.000449,293.77,10.086577562000002,22.464538
0.000318,123.76,4.920942516,15.474662
0.000449,77.897,4.163547815000001,9.272935
0.000379,254.24,10.161481562999999,26.811297
0.000439,86.255,5.476438516999999,12.474803
0.000439,199.67,8.471978723,19.298357
0.0,0.0,0.0,0.0
0.000471,317.0,16.705878276000004,35.468956000000006
0.000446,156.92,10.891435514,24.420259
0.000439,133.0,7.076945595,16.120605
0.000409,70.668,4.2062995590000005,10.284351000000001
0.000345,132.21,6.859567725,19.882805
0.000471,381.34,17.795736951,37.782880999999996
0.000439,215.11,9.386586494,21.381746
0.000449,182.51,6.082005381,13.545669
0.000319,379.21,10.3088997,32.3163
0.000642,1212.5,34.689403638,54.033339000000005
0.000439,177.09,7.938526556000001,18.083204000000002
0.000439,106.6,5.733418581,13.060179
0.000345,143.54,7.279328534999999,21.099503
0.000243,667.81,11.388456954,46.866078
0.00038,155.27,8.747818500000001,23.020575
0.000318,86.96,4.180309704,13.145628
0.000439,224.35,9.337457126,21.269834000000003
0.000345,369.96,11.432093534999998,33.136503
0.000413,376.56,17.541532372000002,42.473444
0.000326,227.33,7.122404316,21.847866
0.0,0.0,0.0,0.0
0.000439,114.31,5.676680904,12.930936
0.0,0.0,0.0,0.0
0.000319,539.07,15.070344739999998,47.242459999999994
0.000446,454.91,21.758945358,48.786873
0.000413,353.2,16.842771064,40.781527999999994
0.00126,25.448,4.62871332,3.673582
0.00123,45.037,4.445495766,3.6142241999999998
0.00025,154.02,4.2625875,17.05035
0.000439,113.45,5.625395607,12.814113
0.000473,315.42,17.311117461,36.598557
0.000409,272.68,9.989085937,24.423192999999998
0.001232,23.954,3.0174724272,2.4492471
0.000449,141.61,6.122577021000001,13.636029
0.000409,82.778,4.584551757,11.209173
0.000439,178.83,9.087546279,20.700561
0.001256,276.75,25.479872887999996,20.286523
0.000319,531.5,14.275374729,44.750391
0.000445,108.1,5.8028097899999995,13.040021999999999
0.00025,112.05,4.077261500000001,16.309046000000002
0.000413,249.22,10.877935551,26.338827000000002
0.000318,124.01,5.141551836,16.168402
0.000326,89.241,3.358380606,10.301781
