l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,o_c_out_6,o_k_out_6,o_x_out_6,o_y_out_6,o_r_out_6,o_s_out_6,o_c_mid_6,o_k_mid_6,o_x_mid_6,o_y_mid_6,o_r_mid_6,o_s_mid_6,o_c_in_6,o_k_in_6,o_x_in_6,o_y_in_6,o_r_in_6,o_s_in_6,t_c_d1_6,t_c_d2_6,t_c_d3_6,t_k_d1_6,t_k_d2_6,t_k_d3_6,t_x_d1_6,t_x_d2_6,t_x_d3_6,t_y_d1_6,t_y_d2_6,t_y_d3_6,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp
512000.0,1024000.0,256.0,64.0,3.0,28.0,44.0,16.0,1.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,4.0,2.0,5.0,1.0,2.0,6.0,5.0,2.0,6.0,5.0,8.0,256.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,3.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,3.0,2.0,1.0,8.0,2.0,1.0,64.0,128.0,1.0,16.0,32.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,6.0,3.0,4.0,5.0,5.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,8.0,1.0,32.0,4.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,3.0,6.0,3.0,6.0,6.0,5.0,6.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,512.0,64.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,6.0,6.0,5.0,4.0,1.0,16.0,32.0,1.0,32.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,6.0,1.0,4.0,4.0,1.0,5.0,6.0,1.0,3.0,5.0,3.0,6.0,5.0,2.0,1.0,2.0,256.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,6.0,5.0,1.0,3.0,6.0,6.0,4.0,64.0,16.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7172763236.0,15632837.639999999,205597000000.0,262.8931875,19712.0,514.0,786432.0,1.12130643098549e+17
1024000.0,256000.0,256.0,64.0,1.0,6.0,24.0,34.0,5.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,6.0,1.0,5.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,4.0,6.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,6.0,3.0,4.0,4.0,5.0,32.0,2.0,1.0,16.0,64.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,8.0,1.0,32.0,32.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,1.0,5.0,6.0,3.0,4.0,6.0,3.0,2.0,1.0,5.0,5.0,32.0,8.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,6.0,3.0,6.0,1.0,5.0,6.0,5.0,1.0,6.0,1.0,6.0,2.0,64.0,32.0,1.0,256.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0,2.0,6.0,5.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,5.0,3.0,4.0,128.0,128.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,6.0,4.0,512.0,4.0,1.0,256.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,222889448.0,24526318.199999996,14410900.0,0.17387775,34.0,514.0,9028.0,5466657525070353.0
256.0,16000000.0,256.0,64.0,2.0,4.0,30.0,38.0,2.0,6.0,5.0,5.0,1.0,6.0,5.0,3.0,2.0,1.0,4.0,6.0,2.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,1.0,2.0,2.0,128.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,6.0,2.0,6.0,5.0,6.0,2.0,2.0,3.0,32.0,1.0,1.0,1.0,16.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,6.0,6.0,4.0,1.0,2.0,2.0,3.0,1.0,5.0,6.0,5.0,2.0,2.0,4.0,64.0,8.0,1.0,32.0,128.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,6.0,1.0,6.0,4.0,6.0,4.0,6.0,2.0,6.0,5.0,4.0,2.0,4.0,1.0,16.0,64.0,1.0,512.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,6.0,2.0,4.0,5.0,4.0,6.0,6.0,3.0,1.0,1.0,4.0,4.0,4.0,512.0,512.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,4.0,6.0,8.0,2048.0,1.0,128.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,512.0,1.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,495753702.0,17730094.22,1101780000.0,6.518481805555555,1140.0,514.0,2719744.0,8789759846373802.0
4096.0,16000.0,256.0,64.0,1.0,26.0,32.0,2.0,4.0,4.0,1.0,6.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,5.0,6.0,1.0,16.0,1.0,1536.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,3.0,4.0,3.0,4.0,6.0,6.0,5.0,2.0,4.0,3.0,2.0,6.0,1.0,1.0,6.0,64.0,16.0,1.0,8.0,4.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,16.0,1.0,4.0,128.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,4.0,2.0,3.0,6.0,5.0,4.0,1.0,4.0,1.0,128.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,6.0,5.0,5.0,1.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,256.0,2.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,6.0,6.0,3.0,6.0,6.0,2.0,5.0,6.0,5.0,6.0,1.0,128.0,512.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,4.0,5.0,3.0,4.0,512.0,2.0,1.0,1024.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,65374461.6,1518260.0,0.016084449999999997,2.0,514.0,514.0,4.732698501757347e+17
256.0,2048000.0,256.0,64.0,1.0,36.0,24.0,28.0,5.0,5.0,6.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,6.0,5.0,4.0,2.0,2.0,128.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,6.0,2.0,3.0,4.0,5.0,1.0,2.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,32.0,1.0,64.0,64.0,1.0,64.0,32.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,2.0,3.0,5.0,2.0,6.0,6.0,3.0,2.0,6.0,2.0,4.0,5.0,4.0,4.0,6.0,128.0,32.0,1.0,2.0,2.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,3.0,6.0,4.0,5.0,1.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,1.0,32.0,128.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,6.0,6.0,3.0,1.0,2.0,4.0,6.0,1.0,3.0,5.0,2.0,1.0,1.0,4.0,1.0,256.0,256.0,1.0,8.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,3.0,4.0,1.0,6.0,3.0,6.0,5.0,3.0,2.0,5.0,3.0,6.0,2.0,1.0,128.0,1024.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,2.0,5.0,6.0,4.0,5.0,6.0,2.0,3.0,6.0,1.0,6.0,3.0,6.0,4.0,16.0,32.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7022608672.0,65430946.0,11912700.0,0.13819425000000002,28.0,514.0,514.0,4.594959287967637e+17
1024000.0,32000.0,256.0,64.0,3.0,24.0,10.0,2.0,3.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,6.0,3.0,6.0,1.0,1.0,3.0,4.0,8.0,1.0,1.0,2.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,6.0,6.0,2.0,1.0,5.0,3.0,6.0,5.0,1.0,4.0,5.0,1.0,6.0,3.0,1.0,64.0,4.0,1.0,8.0,8.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,5.0,6.0,1.0,4.0,2.0,6.0,3.0,2.0,6.0,2.0,5.0,5.0,1.0,2.0,32.0,1.0,32.0,16.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,1.0,4.0,6.0,1.0,5.0,3.0,2.0,3.0,5.0,6.0,16.0,16.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,5.0,4.0,3.0,2.0,6.0,1.0,6.0,2.0,5.0,6.0,5.0,1.0,6.0,5.0,64.0,1.0,1.0,512.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,6.0,4.0,5.0,3.0,5.0,6.0,6.0,2.0,6.0,1.0,6.0,2.0,3.0,3.0,5.0,2.0,8.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,2.0,6.0,512.0,16.0,1.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7107931802.0,14583886.04,302807000.0,2.454241388888889,480.0,514.0,294912.0,1.0366126738045984e+17
16000.0,4096000.0,256.0,64.0,1.0,26.0,22.0,30.0,5.0,2.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,6.0,5.0,3.0,5.0,5.0,2.0,6.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,5.0,8.0,1.0,1.0,3.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,16.0,64.0,1.0,8.0,8.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,5.0,2.0,4.0,1.0,6.0,2.0,1.0,3.0,2.0,4.0,6.0,6.0,128.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,2.0,5.0,6.0,3.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,5.0,3.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,4.0,5.0,6.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,32.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,6.0,3.0,4.0,5.0,3.0,6.0,5.0,512.0,1.0,1.0,512.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,2.0,6.0,4.0,1.0,6.0,2.0,5.0,32.0,2.0,1.0,32.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,252937560.0,35241946.64,12741800.0,0.15409075,30.0,514.0,7996.0,8914011992771799.0
2048.0,2048000.0,256.0,64.0,2.0,22.0,46.0,26.0,1.0,1.0,4.0,6.0,1.0,6.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,6.0,3.0,4.0,4.0,3.0,6.0,5.0,2.0,6.0,4.0,4.0,2.0,2.0,1.0,256.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,6.0,5.0,6.0,3.0,6.0,2.0,1.0,1.0,6.0,4.0,2.0,6.0,2.0,2.0,3.0,8.0,16.0,1.0,2.0,32.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,6.0,2.0,4.0,1.0,64.0,1.0,1.0,16.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,6.0,5.0,3.0,1.0,6.0,5.0,5.0,5.0,6.0,6.0,1.0,6.0,1.0,6.0,5.0,1.0,4.0,1.0,64.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,3.0,2.0,5.0,3.0,1.0,1.0,6.0,2.0,2.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,512.0,1.0,2048.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,6.0,4.0,6.0,1.0,4.0,2.0,6.0,6.0,128.0,4.0,1.0,16.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,6.0,5.0,3.0,6.0,1.0,3.0,3.0,5.0,2.0,4.0,6.0,1.0,4.0,1.0,2.0,16.0,64.0,1.0,512.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7257909229.0,24506734.1,1189720000.0,6.2579247916666665,1196.0,514.0,151552.0,1.77867651597039e+17
32000.0,16000.0,256.0,64.0,2.0,22.0,38.0,2.0,4.0,1.0,5.0,4.0,5.0,3.0,6.0,6.0,1.0,2.0,1.0,1.0,5.0,3.0,6.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,64.0,32.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,6.0,3.0,3.0,5.0,2.0,4.0,6.0,5.0,3.0,3.0,2.0,3.0,3.0,6.0,6.0,6.0,4.0,2.0,1.0,1.0,32.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,6.0,4.0,5.0,2.0,4.0,5.0,3.0,3.0,1.0,6.0,3.0,5.0,6.0,3.0,2.0,32.0,2.0,1.0,2.0,32.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,2.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,3.0,5.0,2.0,3.0,6.0,3.0,1.0,8.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,5.0,5.0,1.0,1.0,6.0,2.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,256.0,512.0,1.0,8.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,6.0,6.0,3.0,2.0,5.0,6.0,4.0,1.0,3.0,5.0,5.0,2.0,5.0,6.0,1024.0,256.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,6.0,5.0,1.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,512.0,128.0,1.0,512.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7025533194.0,14328459.120000001,32926000.0,0.39825581944444444,76.0,514.0,71680.0,1.0066506516643203e+17
64000.0,128000.0,256.0,64.0,2.0,22.0,26.0,22.0,4.0,1.0,4.0,6.0,6.0,6.0,1.0,5.0,6.0,6.0,4.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,3.0,6.0,5.0,4.0,1.0,2.0,4.0,4.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,6.0,5.0,5.0,2.0,6.0,1.0,64.0,2.0,1.0,128.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,1.0,6.0,6.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,2.0,16.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,5.0,6.0,2.0,6.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,4.0,16.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,6.0,5.0,1.0,4.0,6.0,5.0,4.0,2.0,3.0,6.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,64.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,1.0,3.0,3.0,128.0,128.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,4.0,8.0,1.0,256.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7256197172.0,21587885.22,387488000.0,2.8428702430555552,572.0,514.0,40960.0,1.5664595168282458e+17
1024000.0,4096000.0,256.0,64.0,2.0,2.0,44.0,34.0,1.0,2.0,3.0,6.0,2.0,3.0,4.0,3.0,6.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,6.0,2.0,64.0,8.0,1.0,48.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,5.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,6.0,5.0,3.0,2.0,16.0,4.0,1.0,2.0,8.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,3.0,4.0,2.0,5.0,6.0,5.0,4.0,3.0,5.0,1.0,2.0,3.0,2.0,8.0,16.0,1.0,128.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,256.0,512.0,1.0,512.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,512.0,1.0,1.0,1.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,6.0,4.0,5.0,2.0,5.0,512.0,8.0,1.0,32.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,8.0,2.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7110569542.0,24850689.42,1716670000.0,8.041329201388889,1496.0,514.0,163840.0,1.7670255528755366e+17
256000.0,16000.0,256.0,64.0,3.0,30.0,38.0,16.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,1.0,3.0,6.0,2.0,1.0,5.0,2.0,2.0,4.0,2.0,4.0,6.0,4.0,512.0,64.0,1.0,12.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,6.0,3.0,3.0,3.0,4.0,1.0,16.0,1.0,4.0,2.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,2.0,1.0,1.0,3.0,3.0,5.0,6.0,5.0,3.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,64.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,4.0,5.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,128.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,6.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,16.0,512.0,1.0,2048.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,6.0,16.0,1024.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,2.0,6.0,5.0,16.0,64.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,792413786.0,11984890.079999998,176561000000.0,231.97299652777778,18240.0,514.0,2752512.0,9496992123086642.0
