,reward1,reward2,latency,Area,energy,power,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,best_reward
81,195.155039,83.424257,0.000129,43.909,0.6403770269999999,4.964163,2,128,1024,256,2,2,8,3.2,38.924827666666665
82,129.102564,50.618134,0.000195,61.478,1.7394349049999998,8.920179,5,128,128,64,4,2,8,3.8,38.924827666666665
83,148.964497,103.7298,0.000169,18.588,0.414203114,2.450906,1,32,32,128,2,16,8,2.6,38.924827666666665
84,116.013825,53.82284,0.000217,80.929,1.538463598,7.089694,2,128,32,8192,4,2,8,3.2,41.64638344444446
85,195.155039,99.688729,0.000129,24.198,0.448464759,3.476471,2,32,32,64,4,2,8,3.2,41.64638344444446
86,53.792735,18.771191,0.000468,225.39,12.648435228,27.026571,13,512,32,128,2,16,4,2.5,41.64638344444446
87,195.155039,92.212958,0.000129,33.531,0.5241269999999999,4.063,2,64,32,64,4,16,8,3.2,41.64638344444446
88,195.155039,97.455109,0.000129,25.206,0.4692574949999999,3.637655,2,128,32,64,4,2,8,2.3,41.64638344444446
89,111.393805,42.29408,0.000226,94.982,2.491502196,11.024346,6,64,32,128,2,16,8,2.6,41.64638344444446
90,195.155039,100.313697,0.000129,23.92,0.4428941777999999,3.4332882,2,4,32,64,4,2,8,3.6,41.64638344444446
91,195.155039,94.240348,0.000129,27.661,0.501818514,3.890066,2,128,256,64,4,1,8,2.4,41.64638344444446
92,0.0,0.0,0.0,0.0,0.0,0.0,3,512,32,128,2,16,16,3.2,41.64638344444446
93,116.013825,30.454084,0.000217,352.16,4.805397947,22.144691,2,64,4096,32768,4,2,8,3.2,41.64638344444446
94,195.155039,96.527059,0.000129,26.188,0.4783241309999999,3.707939,2,128,128,64,4,2,8,3.2,41.64638344444446
95,148.964497,95.799948,0.000169,22.625,0.4856125429999999,2.873447,1,512,32,128,8,16,8,2.5,41.64638344444446
96,0.0,0.0,0.0,0.0,0.0,0.0,2,4,32,64,1,2,16,3.2,41.64638344444446
97,195.155039,68.888135,0.000129,70.64,0.939142704,7.280176,2,128,2048,2048,2,2,16,3.2,41.64638344444446
98,147.222222,86.287546,0.000171,27.446,0.5985827640000001,3.500484,1,2048,32,128,2,16,8,3.9,41.64638344444446
99,195.155039,82.499051,0.000129,43.34,0.654820899,5.076131,2,1024,32,512,1,2,8,2.9,41.64638344444446
100,93.587361,35.784283,0.000269,91.038,3.480453272,12.938488,7,128,256,128,4,2,8,3.2,41.64638344444446
101,148.964497,95.275616,0.000169,24.201,0.490972209,2.905161,1,128,32,1024,2,16,8,2.6,41.64638344444446
