power,latency
5.450544,0.000149
4.005531,0.000169
5.309950000000001,0.000149
12.51827,0.000195
3.987447,0.000129
8.158785,0.000149
4.094206,0.000129
7.356320999999999,0.000149
5.198087999999999,0.000201
4.006265,0.000129
4.746356,0.000169
3.485926,0.000129
3.366126,0.000169
12.943859000000002,0.000269
9.580889,0.000149
3.86192,0.000129
3.913009,0.000129
21.108912,0.000269
4.099129,0.000129
9.291487,0.000149
5.969927,0.000149
3.989736,0.000129
5.637991,0.000149
13.096048,0.000269
5.729730999999999,0.000149
8.02781,0.000129
5.6791183,0.000149
8.267373000000001,0.000129
4.1617204,0.000129
5.85169,0.000149
2.879296,0.000169
11.436717,0.000226
7.009068,0.000149
7.778206999999999,0.000149
5.614939000000001,0.000149
2.293699,0.000169
2.2896831,0.000169
3.887207,0.000129
3.866372,0.000129
2.629219,0.000169
6.122650999999999,0.000149
5.622306,0.000149
5.572813,0.000149
5.725161,0.000129
4.0055950000000005,0.000129
5.466499,0.000149
9.678943,0.000149
2.2405276,0.000171
6.9904340000000005,0.000129
7.780538,0.000149
5.865554,0.000149
7.335827999999999,0.00019
5.846896999999999,0.000149
5.475103,0.000149
5.895556,0.000149
9.377635,0.000195
5.499344,0.000149
5.63985,0.000149
7.341405,0.000149
4.308086,0.000129
7.649436,0.000149
7.732981,0.000149
3.8509257,0.000217
2.249667,0.000171
5.430052000000001,0.000129
5.66799,0.000149
6.160036000000001,0.000149
5.898535000000001,0.000149
5.560464,0.000149
9.283307,0.000149
8.023912,0.000129
5.669855,0.000149
5.9932995,0.000149
5.261743,0.000129
5.689083999999999,0.000145
5.877748,0.000149
5.489737000000001,0.000149
5.424239,0.000149
5.813890300000001,0.000149
7.780538,0.000149
6.10203,0.000149
7.740307,0.000149
5.669855,0.000149
7.765543,0.000149
14.92583,0.000226
5.187666,0.000129
5.865554,0.000149
4.115312,0.000129
3.9899065,0.000129
5.165656,0.000217
6.211007,0.000149
3.944979,0.000129
3.840566,0.000129
7.331553,0.000149
3.071005,0.000169
5.957293,0.000149
7.732981,0.000149
5.620443000000001,0.000149
5.366160900000001,0.000129
7.403364,0.000149
5.63985,0.000149
3.8015842,0.000129
2.894683,0.000169
4.414967000000001,0.000129
5.651649,0.000149
6.013346,0.000149
5.68519,0.000145
2.3534138,0.000169
4.174842,0.000129
3.955053,0.000129
7.787622,0.000149
3.8394295,0.000129
5.193833,0.000129
5.729730999999999,0.000149
8.028877,0.000149
3.956231,0.000129
4.1204,0.000129
7.531608,0.000129
9.678943,0.000149
7.327928699999999,0.000149
7.750531,0.000149
11.789674,0.000149
3.849881,0.000129
5.382123,0.000129
5.446904,0.000149
5.832783,0.000149
3.071005,0.000169
4.028019,0.000129
6.990628,0.000129
4.273733,0.000129
5.860663,0.000149
5.194116,0.000129
4.1271830000000005,0.000129
5.1764030000000005,0.000129
5.439287,0.000149
2.3706971,0.000169
3.8050713,0.000129
3.944979,0.000129
5.7675381,0.000149
4.031746,0.000129
3.9357869,0.000129
9.283473,0.000149
2.399916,0.000169
34.985766,0.000586
21.170708,0.000333
50.702751,0.00045
9.924016,0.000171
17.303694999999998,0.000332
17.506035,0.000149
18.481786,0.000226
33.502023,0.000468
25.265981,0.000269
21.932162,0.000269
15.914539,0.000149
36.473484,0.000305
29.591552,0.000468
8.30861,0.000149
7.157309,0.000149
14.657786,0.000195
16.039267,0.000269
18.46689,0.000226
41.633737,0.000608
48.809046,0.000383
29.011632,0.000195
20.486067,0.000413
16.970022,0.00038
22.883264,0.000269
7.041733,0.000149
17.884718999999997,0.000195
24.479455,0.000578
55.503215,0.000586
34.79754,0.000149
4.787,0.000171
9.702383,0.000195
85.629109,0.000608
6.287528,0.000171
35.375277,0.000586
17.395318,0.000382
21.708584,0.000413
2.9775743,0.000171
5.221437,0.000201
6.495887,0.000149
6.325269,0.000149
5.936065999999999,0.000171
9.943889,0.00019
6.7234560000000005,0.000149
5.4815581,0.000149
16.371904,0.000371
13.138933,0.000195
6.631187,0.000171
35.985065,0.000586
8.239318,0.000149
21.949092,0.000332
29.069509,0.00045
17.423271,0.000269
3.852288,0.000169
17.690792000000002,0.000226
8.355132,0.000149
15.067092,0.000149
8.30861,0.000149
8.30861,0.000149
8.30861,0.000149
13.904792,0.000195
8.30861,0.000149
32.995858,0.00038
8.096089,0.000149
8.30861,0.000149
6.3331055,0.000149
8.30861,0.000149
19.806448,0.000305
19.806448,0.000305
8.30861,0.000149
11.273035,0.000149
8.30861,0.000149
8.30861,0.000149
6.3331055,0.000149
8.30861,0.000149
6.045097,0.000129
15.761981,0.000149
23.299263,0.000371
28.284682,0.00045
6.318628,0.000149
6.5405120000000005,0.000149
8.30861,0.000149
8.30861,0.000149
8.872302000000001,0.000149
22.129148,0.000371
8.30861,0.000149
8.394447,0.000149
31.376326,0.000468
6.3331055,0.000149
8.319749,0.000149
8.347268999999999,0.000149
8.30861,0.000149
8.326300999999999,0.000149
8.347268999999999,0.000149
8.332854,0.000149
8.332854,0.000149
19.806448,0.000305
19.938859,0.000305
33.826423000000005,0.000515
33.681851,0.000515
5.949192999999999,0.000171
6.4174298,0.000149
7.439793,0.000129
6.334417,0.000149
6.136669,0.000129
12.948716,0.000195
15.177634,0.000226
6.318628,0.000149
6.045097,0.000129
4.6607467,0.000129
5.815742999999999,0.000129
8.288952,0.000149
5.881826,0.000129
13.991502,0.000129
8.36365,0.000149
11.489578,0.000226
4.652524400000001,0.000129
16.90859,0.000129
6.112189,0.000149
6.045097,0.000129
4.7281989,0.000129
6.045097,0.000129
4.800962,0.000129
39.663653,0.000608
6.045097,0.000129
5.405083,0.000129
6.615043,0.000129
8.487724,0.000129
6.045097,0.000129
6.171672999999999,0.000129
35.747833,0.000586
6.045097,0.000129
11.177257,0.000129
6.045097,0.000129
6.118228,0.000129
5.113407,0.000129
6.045097,0.000129
5.37038,0.000129
6.045097,0.000129
6.197209,0.000129
10.658523,0.00019
33.681851,0.000515
6.045097,0.000129
6.6194,0.000129
55.357531,0.000129
6.045097,0.000129
4.7198695,0.000129
10.152752,0.000129
33.681851,0.000515
31.376326,0.000468
6.045097,0.000129
40.174599,0.000129
6.045097,0.000129
8.30861,0.000149
6.028106999999999,0.000129
6.079816,0.000129
6.045097,0.000129
29.241553,0.00045
5.343838,0.000129
6.045097,0.000129
6.045097,0.000129
5.749902,0.000129
3.764242,0.000171
6.118228,0.000129
6.045097,0.000129
6.045097,0.000129
6.022936,0.000129
23.613533,0.000382
6.045097,0.000129
6.118228,0.000129
6.045097,0.000129
6.045097,0.000129
4.863139,0.000129
29.039302,0.00045
6.045097,0.000129
24.448684,0.000382
7.6821653,0.000129
33.510271,0.000413
6.022936,0.000129
10.152752,0.000129
6.045097,0.000129
31.376326,0.000468
6.045097,0.000129
24.448684,0.000382
5.903957,0.000129
5.749902,0.000129
6.107148,0.000129
6.045097,0.000129
6.155163,0.000129
5.815742999999999,0.000129
6.045097,0.000129
6.278123,0.000129
5.343838,0.000129
6.045097,0.000129
6.045097,0.000129
55.744325,0.000129
8.509879000000002,0.000129
6.045097,0.000129
29.199527,0.00045
6.038293,0.000129
26.757623,0.000413
15.177634,0.000226
6.045097,0.000129
6.022936,0.000129
6.043508999999999,0.000129
12.99852,0.000269
6.197209,0.000129
6.118228,0.000129
6.045097,0.000129
4.5390253,0.000129
5.326925,0.000129
6.045097,0.000129
6.079816,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
4.652524400000001,0.000129
6.347432,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
10.316488,0.000129
6.045097,0.000129
6.141867,0.000129
6.141867,0.000129
6.045097,0.000129
8.92968,0.000129
6.169937,0.000129
62.723017,0.000515
6.045097,0.000129
31.558207,0.000468
6.045097,0.000129
14.216556,0.000129
22.147671000000003,0.000332
33.681851,0.000515
6.045097,0.000129
4.5189341,0.000129
6.118228,0.000129
12.948716,0.000195
6.141867,0.000129
6.045097,0.000129
29.059002,0.00045
6.057655,0.000129
11.111428,0.000129
9.88186,0.000129
4.651397299999999,0.000129
5.786239,0.000129
4.6607467,0.000129
12.801727,0.000269
6.045097,0.000129
6.045097,0.000129
5.911568,0.000129
29.265193,0.00045
9.648581,0.000149
6.045097,0.000129
6.045097,0.000129
8.30861,0.000149
31.376326,0.000468
6.045097,0.000129
6.045097,0.000129
33.681851,0.000515
6.045097,0.000129
6.022992,0.000129
5.3826350000000005,0.000129
8.141047,0.000149
6.045097,0.000129
8.396156,0.000129
10.644467,0.00019
11.111428,0.000129
5.431903,0.000217
12.910164,0.000195
6.045097,0.000129
13.900281,0.000149
4.800962,0.000129
4.651397299999999,0.000129
30.9475,0.000382
6.203177999999999,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
5.348182,0.000129
11.845596,0.000129
5.343838,0.000129
4.8065252,0.000129
5.633888000000001,0.000129
6.045097,0.000129
6.045097,0.000129
5.937475,0.000129
6.045097,0.000129
22.129148,0.000371
6.615043,0.000129
26.76479,0.000413
12.948548,0.000129
19.806448,0.000305
55.357531,0.000129
6.045097,0.000129
6.045097,0.000129
24.448684,0.000382
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
5.3826350000000005,0.000129
6.329306,0.000129
7.379763,0.000171
11.329938,0.000129
6.045097,0.000129
3.764242,0.000171
7.458743999999999,0.000129
8.92968,0.000129
6.08868,0.000129
6.129309,0.000129
4.95964,0.000129
6.033278,0.000129
5.931649,0.000129
33.681851,0.000515
21.497453,0.000371
5.902701,0.000129
6.045097,0.000129
4.800962,0.000129
6.197209,0.000129
12.805071,0.000129
6.118228,0.000129
6.045097,0.000129
23.984913,0.000468
35.985065,0.000586
6.107148,0.000129
6.045097,0.000129
31.376326,0.000468
6.045097,0.000129
25.816807,0.000269
25.020696,0.000332
6.045097,0.000129
6.045097,0.000129
5.815742999999999,0.000129
5.815742999999999,0.000129
10.666792,0.00019
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
4.6607467,0.000129
6.045097,0.000129
6.045097,0.000129
10.152752,0.000129
4.800962,0.000129
6.129309,0.000129
6.045097,0.000129
6.045097,0.000129
24.448684,0.000382
6.045097,0.000129
6.203177999999999,0.000129
6.045097,0.000129
6.045097,0.000129
7.439793,0.000129
5.911568,0.000129
6.045097,0.000129
26.757623,0.000413
17.423271,0.000269
5.2622930000000006,0.000129
8.487724,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
6.118228,0.000129
6.045097,0.000129
62.747303,0.000515
6.045097,0.000129
6.045097,0.000129
5.309374999999999,0.000129
6.118228,0.000129
5.902701,0.000129
6.045097,0.000129
29.069509,0.00045
29.069509,0.00045
12.958132,0.000195
6.045097,0.000129
12.805071,0.000129
10.651082,0.00019
5.662209000000001,0.000129
6.045097,0.000129
6.045097,0.000129
15.864795,0.000305
4.646398199999999,0.000129
6.118228,0.000129
6.045097,0.000129
7.461164999999999,0.000129
6.045097,0.000129
6.329306,0.000129
31.376326,0.000468
28.315147,0.000608
6.045097,0.000129
6.045097,0.000129
12.770436,0.000195
6.045097,0.000129
6.057655,0.000129
6.615043,0.000129
6.045097,0.000129
6.171672999999999,0.000129
6.045097,0.000129
44.939868,0.000305
6.022936,0.000129
6.045097,0.000129
6.045097,0.000129
31.376326,0.000468
3.5629060000000004,0.000171
6.045097,0.000129
5.208679,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
34.636876,0.000515
6.118228,0.000129
6.045097,0.000129
6.028106999999999,0.000129
19.806448,0.000305
3.764242,0.000171
4.95964,0.000129
5.815742999999999,0.000129
6.045097,0.000129
39.23507,0.000468
6.045798,0.000129
6.045097,0.000129
7.001746000000001,0.000129
6.045097,0.000129
6.045097,0.000129
6.033278,0.000129
3.764242,0.000171
6.615043,0.000129
12.678211,0.000129
7.095024,0.000129
12.805071,0.000129
15.921206,0.000226
6.203177999999999,0.000129
8.907271,0.000129
6.203177999999999,0.000129
6.045097,0.000129
8.920683,0.000129
29.42406,0.000515
9.681415,0.000195
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
4.717127,0.000129
6.572727,0.000129
6.045097,0.000129
6.045097,0.000129
6.045097,0.000129
6.169937,0.000129
6.045097,0.000129
6.045097,0.000129
4.6762027,0.000129
6.045097,0.000129
5.958592,0.000129
6.045097,0.000129
5.971847,0.000129
6.045097,0.000129
6.045097,0.000129
12.805071,0.000129
24.952900000000003,0.000468
8.30861,0.000149
11.111428,0.000129
29.069509,0.00045
5.95131,0.000129
10.644467,0.00019
6.045097,0.000129
4.95964,0.000129
30.937579000000003,0.000269
3.764242,0.000171
6.045097,0.000129
8.487724,0.000129
6.045097,0.000129
6.051007,0.000129
7.461164999999999,0.000129
6.045097,0.000129
6.045097,0.000129
28.130801,0.00045
6.329306,0.000129
6.045097,0.000129
6.107148,0.000129
6.049443999999999,0.000129
28.741385,0.000149
3.5975370000000004,0.000129
27.249075,0.00045
19.864273,0.000333
32.552306,0.000305
37.859048,0.000586
25.819508,0.000226
20.215371,0.000413
81.826099,0.00045
45.091777,0.000592
56.745721,0.000468
63.660739,0.000333
17.374423,0.000305
27.622825,0.000515
6.965307,0.00019
55.718575,0.000586
19.390596,0.000305
9.857894,0.000149
47.726587,0.00038
28.800101,0.000413
21.761439000000003,0.000195
14.623997,0.000305
52.667087,0.000592
17.193503999999997,0.000269
10.398139,0.000226
44.418594,0.000586
2.757156,0.000169
50.580625,0.00045
16.705224,0.000129
19.381855,0.000413
19.657903,0.000471
69.80049,0.000592
3.785759,0.000129
33.899660000000004,0.000333
12.721991999999998,0.00019
30.189118,0.000382
15.474965,0.000332
35.375179,0.000195
30.918056,0.000608
8.463372999999999,0.000195
10.132297,0.000129
4.751598,0.000129
23.906273,0.000515
9.780124,0.000129
17.235641,0.000381
3.56462,0.000129
4.427122000000001,0.000129
4.853542,0.000129
12.015809,0.000269
7.931041,0.00019
3.4438788,0.000129
17.132414999999998,0.000381
13.751449,0.000226
3.722049,0.000129
4.873165,0.000129
5.059997,0.000129
3.502115,0.000129
6.712392,0.00019
1.9240682,0.000171
10.791294,0.000217
3.704445,0.000129
5.113119,0.000129
4.089856,0.000129
4.272197,0.000129
3.5912889000000003,0.000129
3.65903,0.000129
3.598889,0.000169
4.964163,0.000129
6.194981,0.000129
12.370327,0.000195
3.476471,0.000129
27.256318,0.000608
2.6713940000000003,0.000169
7.089694,0.000217
7.218736,0.000217
2.373323,0.000169
4.063,0.000129
13.610124,0.000305
3.652244,0.000129
10.172411,0.000226
18.053468,0.000413
16.784821,0.000333
3.4332882,0.000129
3.892298,0.000129
3.707939,0.000129
4.724232,0.000129
6.38299,0.000129
16.753299,0.000382
2.853453,0.000169
4.443891000000001,0.000129
3.561344,0.000129
17.891299,0.000171
6.939255,0.000217
3.5976177000000003,0.000129
1.9178924,0.000171
3.906232,0.000134
4.1055361,0.000129
1.958675,0.000169
3.7024196,0.000129
3.9270633,0.000171
1.977322,0.000169
3.449654,0.000129
3.602059,0.000129
2.0968941,0.000171
4.24853,0.000129
3.4329491,0.000129
1.944289,0.000169
3.500463,0.000129
1.8496985,0.000171
1.8390113,0.000169
3.680687,0.000129
3.6152474,0.000129
2.738996,0.000169
4.282434,0.000129
2.785921,0.000171
2.534145,0.000171
8.968096,0.000129
3.931997,0.000171
1.931659,0.000169
3.637655,0.000129
2.370602,0.000171
4.646376999999999,0.000169
3.534169,0.000129
1.8889586,0.000169
1.9294143,0.000171
2.152959,0.000171
3.573733,0.000169
1.8386069,0.000171
3.616613,0.000169
1.9009061,0.000171
3.5379750000000003,0.000129
1.9320309,0.000171
5.147274,0.000149
4.161201,0.000129
1.9312253,0.000171
2.966571,0.000169
2.273234,0.000169
3.4798180000000003,0.000171
3.534383,0.000129
11.518425,0.000195
1.959958,0.000169
4.922982,0.000129
1.8366873,0.000171
2.552159,0.000169
3.5028905000000004,0.000129
3.489763,0.000129
2.399735,0.000169
3.761853,0.000129
2.0273895,0.000171
1.8528114,0.000169
3.4059991,0.000129
4.171728,0.000129
1.8043536,0.000171
3.4278294,0.000129
1.9392304,0.000171
2.204689,0.000169
4.301202,0.000129
1.8435421,0.000171
1.9427644,0.000171
3.3986881,0.000217
3.4667979,0.000129
3.4306654,0.000129
3.6141057,0.000129
3.5048000000000004,0.000129
2.271685,0.000171
5.001699,0.000149
1.8274319,0.000169
1.9488223,0.000169
3.476665,0.000129
1.8854414,0.000171
1.8887864,0.000169
3.442239,0.000129
2.345221,0.000169
1.8640815,0.000169
4.3595310000000005,0.000129
1.7999768,0.000171
3.433235,0.000217
1.9139011,0.000171
2.613279,0.000171
3.465359,0.000129
1.9049021,0.000169
1.954876,0.000169
3.4030536,0.000129
1.8599485,0.000169
1.8468816,0.000171
3.610582,0.000129
1.8331491,0.000171
2.0072408,0.000169
3.4768959,0.000129
1.8106488,0.000171
2.2516177,0.000171
9.07065,0.000129
1.7762791,0.000171
1.8670224,0.000169
47.9401,0.000468
2.4029450000000003,0.000171
3.023995,0.000171
4.195231,0.000217
1.8037998,0.000171
1.8477029,0.000171
3.523913,0.000129
1.8495038,0.000171
1.7733053,0.000169
1.7980396,0.000169
1.8159942,0.000171
2.146605,0.000171
2.190256,0.000171
22.958911,0.00045
1.763158,0.000171
1.82671,0.000169
11.367825,0.000129
1.9643736,0.000169
1.801372,0.000171
1.934769,0.000171
3.3551204,0.000218
1.8143043,0.000171
1.786525,0.000169
1.7751649,0.000171
1.861387,0.000169
12.956237,0.000305
1.9277707,0.000171
1.8327945,0.000169
3.406865,0.000129
2.185673,0.000171
2.719117,0.000169
27.47612,0.000515
1.7978511,0.000171
1.9182502,0.000171
4.850288,0.000129
1.801673,0.000169
1.9600022,0.000169
10.360965,0.000226
1.893481,0.000169
19.985475,0.00045
3.3908866,0.000129
1.9507243,0.000171
5.001714000000001,0.000149
1.7652850999999998,0.000171
2.1556571,0.000171
8.902890000000001,0.000129
1.7446028,0.000171
2.6792127,0.000171
3.663475,0.000129
1.8341836,0.000171
1.8384807,0.000169
3.714229,0.000129
1.7513455,0.000171
3.5464221,0.000129
1.8345388,0.000171
5.041508,0.000149
1.7743600000000002,0.000171
1.7745436,0.000171
3.5915510000000004,0.000129
1.956669,0.000169
1.8723551,0.000171
8.899545,0.000129
2.053508,0.000169
2.434694,0.000169
3.3887255,0.000129
1.802803,0.000169
1.7821574,0.000171
3.3985993000000003,0.000217
1.7743174000000002,0.000169
1.911748,0.000169
3.43432,0.000129
1.7401452,0.000171
1.7901519,0.000171
1.855057,0.000171
2.1148124000000004,0.000171
3.465475,0.000129
2.051912,0.000169
1.7587973,0.000171
8.774428,0.000129
1.791903,0.000169
3.5834478,0.000171
3.4454130000000003,0.000129
2.237966,0.000171
1.7779953,0.000171
5.515469,0.000129
5.380226,0.000149
1.9949,0.000171
3.4343193,0.000129
1.7517032,0.000171
1.7456199,0.000171
3.8390295,0.000129
1.7757645999999998,0.000171
2.196521,0.000171
3.3420949,0.000217
1.7488148,0.000171
1.7661352,0.000169
3.681431,0.000129
2.070191,0.000169
2.0662029,0.000171
7.629471,0.000129
1.9238914,0.000171
2.0023720000000003,0.000171
5.207437,0.000125
3.5828439,0.000171
1.7822079,0.000171
3.6358765,0.000129
1.738057,0.000171
1.7834558,0.000171
3.3970999,0.000129
1.8110958,0.000171
2.000961,0.000169
3.3942572,0.000129
1.7370198,0.000171
1.7587037,0.000171
1.81038,0.000169
1.7826975,0.000169
3.5481918,0.000129
1.9333298,0.000171
1.7664726,0.000171
3.8232033,0.000129
1.7878245,0.000169
2.0168175,0.000171
3.5281648,0.000129
1.7598614,0.000169
2.821212,0.000171
3.893416,0.000129
1.7773385,0.000169
1.8121386,0.000171
1.7882749,0.000169
2.1000691,0.000171
3.92267,0.000129
1.7542094,0.000171
1.8884486,0.000171
11.951731,0.000269
1.805756,0.000169
1.7706746,0.000169
9.014546,0.000129
1.8671779,0.000169
1.743717,0.000171
3.5610726,0.000129
1.794294,0.000169
1.739648,0.000171
3.5002690000000003,0.000129
1.7430302,0.000171
8.151563,0.00019
1.8133366,0.000171
1.929641,0.000171
1.8349638,0.000171
1.7776584000000002,0.000169
3.4520356,0.000129
1.7762479,0.000171
1.7599431,0.000171
3.5087016,0.000129
1.78182,0.000169
1.8778203,0.000169
3.3724085,0.000125
1.7664176,0.000169
1.7563313,0.000169
3.6719767,0.000129
1.9301585,0.000171
1.7385825,0.000171
3.4883083,0.000129
1.8321185,0.000171
1.7569123,0.000171
4.367974,0.000129
1.816069,0.000169
1.9218276,0.000169
3.36575,0.000129
1.9395364,0.000171
4.805748,0.000129
1.7626021,0.000171
1.91713,0.000169
3.43255,0.000129
1.7774713,0.000171
1.8740721,0.000171
3.448918,0.000129
1.7935743,0.000169
1.9632273,0.000171
3.574025,0.000129
1.8639539,0.000171
2.509589,0.000171
5.219685,0.000129
1.7571726,0.000169
1.8127049,0.000171
8.912607999999999,0.00019
1.9471444,0.000171
1.7455029,0.000171
