Unnamed: 0,reward,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,power
433,24.449877750611247,6,32,16,512,4,4,4,2.8,0.000409,70.78,10.170873
434,2.483854942871336,4,128,16,512,4,4,4,2.9,0.004026,50.853,7.061509
435,22.779043280182236,7,16,16,1024,4,4,2,2.7,0.000439,87.014,11.976507
436,24.449877750611247,6,64,16,256,4,4,4,2.8,0.000409,69.821,10.183647
437,22.779043280182236,7,128,16,2048,4,4,4,3.0,0.000439,95.579,12.810557
438,24.449877750611247,6,64,16,2048,4,4,4,3.0,0.000409,82.402,10.913181
439,22.779043280182236,7,64,64,512,4,4,4,3.1,0.000439,84.034,12.065585
440,31.54574132492113,8,64,32,512,4,4,4,3.0,0.000317,94.067,13.628811
441,22.779043280182236,7,64,64,1024,4,4,4,3.1,0.000439,89.78,12.339681
442,24.449877750611247,6,64,16,2048,4,4,4,2.9,0.000409,82.402,10.920647
443,30.674846625766868,5,32,128,512,4,4,4,2.8,0.000326,62.712,8.8853
444,22.779043280182236,7,64,32,256,4,4,4,2.9,0.000439,81.271,11.859646
445,22.779043280182236,7,32,32,256,4,4,4,3.0,0.000439,80.35,11.73105
446,31.17119920840116,9,128,128,512,4,4,8,2.8,0.00025,113.28,16.206842
447,22.779043280182236,7,64,8,256,4,4,2,3.1,0.000439,79.829,11.728199
448,2.483854942871336,4,128,32,1024,4,4,4,3.0,0.004026,56.871,7.360633
449,31.54574132492113,8,32,8,256,4,4,4,2.9,0.000317,90.33,13.291502
450,30.674846625766868,5,64,32,512,4,4,4,2.8,0.000326,60.919,8.703455
451,24.449877750611247,6,128,8,512,4,4,4,3.0,0.000409,73.152,10.458156
452,30.674846625766868,5,64,32,512,4,4,4,2.9,0.000326,60.919,8.695826
453,22.779043280182236,7,64,32,256,4,4,4,3.0,0.000439,81.271,11.85233
454,24.449877750611247,6,64,64,2048,4,4,4,3.0,0.000409,83.672,11.072104
455,31.446540880503147,8,64,16,512,4,4,4,2.7,0.000318,93.533,13.587446
456,22.779043280182236,7,64,16,256,4,4,4,2.8,0.000439,80.8,11.807931
457,22.779043280182236,7,64,8,256,4,4,4,3.0,0.000439,80.453,11.762159
458,22.779043280182236,7,32,32,256,4,4,4,3.1,0.000439,80.35,11.724846
459,30.674846625766868,5,32,16,512,4,4,4,2.9,0.000326,59.926,8.560776
460,2.485707183693761,4,256,16,512,4,4,8,2.7,0.004023,54.52,7.419511
461,24.449877750611247,6,64,32,256,4,4,4,3.2,0.000409,70.222,10.208492
462,2.484472049689441,4,128,32,512,4,4,4,2.8,0.004025,51.12,7.099996
463,2.483854942871336,4,128,32,512,4,4,4,2.9,0.004026,51.12,7.096193
464,24.449877750611247,6,128,32,512,4,4,4,2.9,0.000409,73.854,10.545697
465,2.483854942871336,4,256,16,512,4,4,4,3.0,0.004026,53.575,7.349345
466,24.449877750611247,6,64,64,256,4,4,4,3.1,0.000409,71.091,10.322185
467,24.449877750611247,6,64,32,512,4,4,4,2.9,0.000409,71.971,10.323463
468,30.674846625766868,5,256,8,1024,4,4,4,2.8,0.000326,71.054,9.472675
469,31.283654400118778,8,256,32,256,4,4,4,2.8,0.000318,100.26,14.43619
470,22.779043280182236,7,64,8,256,4,4,4,2.9,0.000439,80.453,11.769588
471,22.779043280182236,7,64,16,256,4,4,4,3.0,0.000439,80.8,11.793196
472,30.76923076923077,5,128,16,256,4,4,4,3.1,0.000325,60.405,8.711685
473,31.446540880503147,8,32,16,512,4,4,4,2.7,0.000318,92.48,13.443218
474,30.674846625766868,5,64,128,256,4,4,4,2.8,0.000326,61.62,8.881903999999999
475,31.54574132492113,8,16,8,256,4,4,4,2.9,0.000317,89.845,13.222426
476,30.76923076923077,5,64,16,256,4,4,4,2.7,0.000325,58.835,8.551715
477,22.779043280182236,7,64,16,256,4,4,2,3.0,0.000439,80.18,11.765934
478,28.672962516144025,8,64,32,2048,4,4,4,2.9,0.000317,104.89,14.287922
479,24.449877750611247,6,64,32,2048,4,4,4,3.2,0.000409,82.803,10.952394
480,24.449877750611247,6,128,64,256,4,4,4,3.0,0.000409,72.974,10.550439
481,30.674846625766868,5,64,32,512,4,4,4,3.2,0.000326,60.919,8.675443
482,31.54574132492113,8,32,16,1024,4,4,4,3.0,0.000317,98.22,13.685558
483,24.449877750611247,6,32,16,256,4,4,4,2.8,0.000409,69.031,10.075508
484,30.674846625766868,5,128,16,512,4,4,4,2.9,0.000326,62.155,8.84127
485,22.779043280182236,7,16,16,1024,4,4,4,2.8,0.000439,86.952,11.959674
486,30.76923076923077,5,128,16,256,4,4,4,2.7,0.000325,60.405,8.739692999999999
487,24.449877750611247,6,128,16,2048,4,4,4,2.9,0.000409,84.285,11.142675
488,24.449877750611247,6,64,16,1024,4,4,4,2.9,0.000409,77.317,10.54025
489,22.779043280182236,7,32,32,512,4,4,4,3.0,0.000439,82.099,11.828924
490,22.779043280182236,7,64,16,512,4,8,4,2.9,0.000439,94.112,12.279975
491,24.449877750611247,6,128,64,512,4,4,4,3.0,0.000409,74.723,10.645618
492,22.779043280182236,7,64,16,2048,4,4,4,2.9,0.000439,93.383,12.567685
493,24.449877750611247,6,32,64,512,4,4,4,2.9,0.000409,72.05,10.322937
494,22.779043280182236,7,64,16,256,4,4,4,2.9,0.000439,80.8,11.800565
495,24.449877750611247,6,32,32,128,4,4,4,2.9,0.000409,68.356,10.061023
496,31.446540880503147,8,128,64,512,4,4,8,2.8,0.000318,98.6,14.142996
497,22.779043280182236,7,64,8,256,4,4,2,3.2,0.000439,79.829,11.722087
498,2.483854942871336,4,64,16,1024,4,4,4,3.0,0.004026,55.347,7.1801770000000005
499,22.779043280182236,7,32,8,256,4,4,4,3.0,0.000439,79.531,11.640977
500,30.76923076923077,5,64,16,512,4,4,4,2.7,0.000325,60.585,8.647007
501,30.674846625766868,5,128,8,512,4,4,4,2.9,0.000326,61.904,8.817554000000001
502,30.674846625766868,5,32,16,512,4,4,4,2.9,0.000326,59.926,8.560776
503,24.449877750611247,6,64,32,256,4,4,4,3.0,0.000409,70.222,10.220837
504,30.674846625766868,5,64,32,1024,4,4,4,2.9,0.000326,66.668,8.964509
505,22.779043280182236,7,64,16,512,4,4,4,2.8,0.000439,82.552,11.906166
506,22.779043280182236,7,64,8,256,4,4,4,2.9,0.000439,80.453,11.769588
507,22.779043280182236,7,64,8,256,4,4,4,3.0,0.000439,80.453,11.762159
508,22.779043280182236,7,32,16,256,4,4,4,3.1,0.000439,79.882,11.66574
509,30.674846625766868,5,64,16,512,4,4,4,2.9,0.000326,60.585,8.65243
510,2.485707183693761,4,256,8,512,4,4,8,2.7,0.004023,54.32,7.400834000000001
511,24.449877750611247,6,64,32,256,4,4,4,3.2,0.000409,70.222,10.208492
512,2.484472049689441,4,128,32,512,4,4,4,2.8,0.004025,51.12,7.099996
513,22.271714922049,3,256,16,512,4,4,4,2.8,0.000449,41.589,5.7042980000000005
514,24.449877750611247,6,64,32,256,4,4,4,3.0,0.000409,70.222,10.220837
515,2.483854942871336,4,256,16,512,4,4,4,3.0,0.004026,53.575,7.349345
516,24.449877750611247,6,64,32,256,4,4,4,3.1,0.000409,70.222,10.214664
517,22.779043280182236,7,32,16,256,4,4,4,2.8,0.000439,79.882,11.686968
518,24.449877750611247,6,128,8,512,4,4,4,2.8,0.000409,73.152,10.473288
519,22.779043280182236,7,256,16,256,4,4,4,2.8,0.000439,87.761,12.570111
520,24.449877750611247,6,64,8,256,4,4,4,2.9,0.000409,69.52,10.148089
521,22.779043280182236,7,64,16,256,4,4,4,3.0,0.000439,80.8,11.793196
522,24.449877750611247,6,128,16,128,4,4,4,3.0,0.000409,70.628,10.331606
523,22.779043280182236,7,32,16,256,4,4,4,2.6,0.000439,79.882,11.704421
524,30.76923076923077,5,64,64,256,4,4,4,2.7,0.000325,59.894,8.685164
525,31.54574132492113,8,16,8,256,4,4,4,2.9,0.000317,89.845,13.222426
526,30.674846625766868,5,64,16,256,4,4,4,2.8,0.000326,58.835,8.564751999999999
527,22.779043280182236,7,32,16,256,4,4,4,2.9,0.000439,79.882,11.679463
528,22.779043280182236,7,32,16,1024,4,4,4,3.0,0.000439,87.37,12.005992
529,22.779043280182236,7,64,16,1024,4,8,4,3.2,0.000439,99.857,12.48124
530,24.449877750611247,6,64,32,256,4,4,4,2.9,0.000409,70.222,10.228244
531,30.76923076923077,5,64,32,256,4,4,4,3.1,0.000325,59.169,8.568010000000001
532,22.779043280182236,7,32,8,512,4,4,4,3.0,0.000439,81.28,11.740764
533,24.449877750611247,6,32,16,256,4,4,4,2.9,0.000409,69.031,10.068147
534,30.674846625766868,5,64,16,256,4,4,4,2.9,0.000326,58.835,8.55712
535,22.779043280182236,7,32,16,512,4,4,4,2.9,0.000439,81.631,11.778294
536,30.76923076923077,5,128,16,512,4,4,4,2.7,0.000325,62.155,8.835085
537,24.449877750611247,6,128,16,1024,4,4,4,2.9,0.000409,79.2,10.762369
538,24.449877750611247,6,64,16,1024,4,4,4,2.8,0.000409,77.317,10.547688
539,22.779043280182236,7,32,32,256,4,4,4,2.9,0.000439,80.35,11.73848
540,24.449877750611247,6,64,16,512,4,8,4,2.9,0.000409,81.48,10.652796
541,30.674846625766868,5,128,32,512,4,4,4,2.9,0.000326,62.489,8.884648
542,22.779043280182236,7,32,8,1024,4,4,4,3.0,0.000439,87.027,11.974199
543,24.449877750611247,6,32,64,512,4,4,4,2.9,0.000409,72.05,10.322937
544,24.449877750611247,6,64,16,256,4,4,4,2.8,0.000409,69.821,10.183647
545,24.449877750611247,6,32,16,128,4,4,4,2.9,0.000409,67.955,10.009004
546,31.54574132492113,8,64,64,512,4,4,4,2.9,0.000317,95.225,13.780732
547,22.779043280182236,7,64,8,256,4,8,2,3.2,0.000439,91.389,12.101416
548,30.674846625766868,5,64,16,512,4,4,4,2.9,0.000326,60.585,8.65243
549,22.779043280182236,7,32,16,256,4,4,4,3.0,0.000439,79.882,11.671994
