Unnamed: 0,reward,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,power
101,26.45502645502645,13,64,128,8192,8,4,2,2.4,0.000378,238.01,26.580017
102,2.484472049689441,4,256,256,64,8,4,2,2.8,0.004025,62.109,7.898790999999999
103,30.674846625766868,5,16,16,2048,8,2,8,3.6,0.000326,78.727,9.376142000000002
104,0.0,11,32,4,256,8,2,2,2.9,10000.0,10000.0,10000.0
105,31.64556962025317,8,512,8,128,2,2,2,3.3,0.000316,112.77,15.711486
106,35.46099290780141,10,64,512,8192,4,4,8,3.3,0.000282,209.9,23.580681
107,24.449877750611247,6,8,256,256,4,4,4,3.4,0.000409,76.224,10.772701
108,24.449877750611247,6,32,512,1024,8,8,2,2.5,0.000409,112.37,12.88586
109,33.898305084745765,9,128,2048,256,2,2,4,3.6,0.000295,244.95,26.87726
110,30.674846625766868,5,32,8,4096,8,4,2,2.7,0.000326,95.876,10.381556
111,24.449877750611247,6,16,8,512,2,8,4,3.5,0.000409,78.898,10.398128
112,22.02643171806168,7,16,8,8192,4,2,4,2.1,0.000454,145.21,15.345057
113,30.674846625766868,5,1024,1024,512,2,8,2,3.5,0.000326,134.43,14.818572
114,40.0,9,2048,1024,8192,2,8,8,3.0,0.00025,360.03,35.724681
115,31.347962382445143,11,256,128,2048,2,2,2,3.1,0.000319,153.41,21.073804
116,40.0,9,8,8,4096,8,8,2,3.3,0.00025,155.69,17.394408
117,31.347962382445143,11,2048,32,2048,8,8,4,2.2,0.000319,312.16,34.110837
118,7.936507936507937,2,1024,8,8192,8,8,4,3.6,0.00126,108.89,8.522948
119,28.98550724637681,12,128,64,2048,4,8,2,2.4,0.000345,174.09,22.423150000000003
120,31.347962382445143,8,128,8,512,4,2,8,3.5,0.000319,95.77,13.826369
121,24.213075060532685,14,1024,512,2048,8,2,2,2.7,0.000413,336.3,37.346138
122,35.46099290780141,10,256,512,2048,2,4,8,3.1,0.000282,171.8,21.897148
123,31.54574132492113,8,128,1024,8192,4,4,4,3.2,0.000317,229.91,22.297568
124,31.446540880503147,8,16,128,64,8,4,2,2.5,0.000318,107.09,14.134553
