,reward,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,power
85,77.51937984496125,2,2048,8,1024,4,2,8,2.1,0.000129,58.602,6.845733
86,10000.0,6,2,128,512,2,4,4,2.4,10000.0,10000.0,10000.0
87,30.030030030030026,9,64,128,16384,4,4,8,2.4,0.000333,238.57,22.876541
88,37.17472118959108,7,64,128,512,2,2,2,2.6,0.000269,84.058,12.283952999999999
89,26.178010471204185,10,64,4,512,4,2,8,3.8,0.000382,114.67,16.763717999999997
90,30.030030030030026,9,512,32,16384,4,8,2,3.0,0.000333,260.08,24.856205
91,10000.0,12,4,2,2048,4,2,8,2.4,10000.0,10000.0,10000.0
92,52.63157894736842,4,64,32,32768,2,2,8,2.4,0.00019,298.04,20.239182999999997
93,44.247787610619476,6,64,1024,16384,4,4,8,3.8,0.000226,251.83,21.036655
94,59.1715976331361,1,1024,1024,32768,4,2,4,2.5,0.000169,269.06,16.709643
95,24.213075060532685,11,256,4,128,4,8,4,3.0,0.000413,151.21,20.09103
96,67.11409395973155,3,512,2,2048,2,2,2,2.1,0.000149,57.78,6.957388
97,10000.0,1,2,2,8192,2,8,8,3.2,10000.0,10000.0,10000.0
98,67.11409395973155,3,512,64,1024,8,4,2,2.1,0.000149,61.328,6.914496
99,24.213075060532685,11,128,1024,8192,8,2,8,3.3,0.000413,261.21,28.973392
100,51.282051282051285,5,1024,4,512,2,2,4,3.2,0.000195,97.15,11.65915
101,19.41747572815534,14,2048,32,256,2,4,8,2.6,0.000515,352.36,41.19627
102,51.282051282051285,5,8,1024,256,8,8,2,3.0,0.000195,99.876,11.772457
103,67.11409395973155,3,8,128,256,8,8,2,2.4,0.000149,46.503,5.7300640000000005
104,24.213075060532685,11,512,128,4096,2,8,4,3.3,0.000413,202.61,24.160895
105,21.36752136752137,13,256,4,16384,2,8,8,3.3,0.000468,307.55,30.818188
106,22.22222222222222,12,1024,16,128,4,2,2,3.7,0.00045,225.08,27.171848999999998
107,10000.0,5,128,2,512,8,2,4,2.4,10000.0,10000.0,10000.0
108,58.47953216374268,1,128,8,128,4,8,2,3.0,0.000171,15.355,2.069518
109,26.178010471204185,10,8,128,4096,4,2,2,3.5,0.000382,145.92,18.667387
110,44.247787610619476,6,256,512,16384,4,4,4,3.2,0.000226,227.77,19.706021
111,58.47953216374268,1,1024,512,8192,4,4,8,3.0,0.000171,81.138,6.476608
112,32.78688524590164,8,256,256,256,4,4,8,2.9,0.000305,110.69,15.472299999999999
113,51.282051282051285,5,512,16,2048,4,4,4,3.0,0.000195,89.442,10.896000999999998
114,30.12048192771085,9,32,256,8192,8,2,8,3.7,0.000332,181.98,19.976281999999998
115,77.51937984496125,2,1024,32,16384,8,4,4,3.4,0.000129,171.8,11.887659000000001
116,26.246719160104988,10,128,8,512,2,4,8,3.2,0.000381,117.19,17.19222
117,37.17472118959108,7,8,16,2048,4,4,2,3.2,0.000269,91.75,12.300255
118,67.11409395973155,3,16,64,128,8,4,8,3.6,0.000149,41.985,5.346019
119,52.63157894736842,4,64,1024,512,8,8,2,2.9,0.00019,84.384,9.73665
120,51.282051282051285,5,128,128,2048,8,4,2,3.6,0.000195,84.7,10.027493
121,37.17472118959108,7,16,16,128,8,4,4,2.9,0.000269,91.097,11.890201000000001
122,24.213075060532685,11,32,256,8192,4,8,2,3.0,0.000413,216.74,23.565618
123,67.11409395973155,3,16,16,16384,8,8,8,2.2,0.000149,177.56,12.767714999999999
124,24.213075060532685,11,128,256,512,8,4,4,3.6,0.000413,163.0,20.906543
125,52.63157894736842,4,32,16,512,4,2,2,3.3,0.00019,47.574,6.826187
126,67.11409395973155,3,32,256,16384,4,2,4,3.1,0.000149,166.9,12.41727
127,22.22222222222222,12,16,256,256,4,8,8,2.7,0.00045,169.36,22.162416
128,67.11409395973155,3,128,8,128,8,8,8,2.2,0.000149,46.486,5.76296
129,52.63157894736842,4,128,512,2048,4,4,4,2.6,0.00019,78.4,9.177343
130,51.282051282051285,5,16,512,256,2,8,4,2.6,0.000195,83.881,10.42155
131,22.22222222222222,12,64,32,512,2,4,4,3.4,0.00045,136.13,20.19894
132,67.11409395973155,3,32,16,64,2,2,2,3.2,0.000149,33.465,5.015756
133,10000.0,1,32,2,64,4,8,8,2.7,10000.0,10000.0,10000.0
134,77.51937984496125,2,32,256,64,4,2,4,3.1,0.000129,26.374,3.705612
135,77.51937984496125,2,2048,8,512,4,2,8,2.2,0.000129,56.463,6.600643000000001
136,44.247787610619476,6,4,128,512,2,4,4,2.5,0.000226,72.709,10.525174
137,32.78688524590164,8,64,128,16384,4,4,8,2.5,0.000305,227.04,21.125905
138,44.247787610619476,6,64,128,512,2,2,2,2.7,0.000226,72.739,10.594503
139,26.178010471204185,10,64,4,256,4,2,8,3.7,0.000382,112.51,16.663791
140,32.78688524590164,8,512,16,16384,4,8,2,3.1,0.000305,244.8,22.792067000000003
141,10000.0,11,4,2,2048,4,2,8,2.4,10000.0,10000.0,10000.0
142,67.11409395973155,3,32,16,16384,2,2,8,2.5,0.000149,166.26,12.298860999999999
143,51.282051282051285,5,64,512,8192,4,4,4,3.7,0.000195,147.1,13.719991
144,59.1715976331361,1,1024,512,16384,4,2,4,2.5,0.000169,153.66,9.96742
145,24.213075060532685,11,256,4,128,4,8,4,2.9,0.000413,151.21,20.105407
146,67.11409395973155,3,256,2,1024,2,2,2,2.2,0.000149,46.677,5.944398
147,10000.0,1,4,2,4096,2,8,8,3.1,10000.0,10000.0,10000.0
148,67.11409395973155,3,512,32,512,8,4,2,2.2,0.000149,54.249,6.5346649999999995
149,24.213075060532685,11,64,512,4096,8,2,8,3.2,0.000413,209.2,24.069022
150,52.63157894736842,4,512,8,512,2,4,4,3.2,0.00019,63.07,8.240186
151,21.36752136752137,13,1024,32,256,2,4,8,2.7,0.000468,244.1,29.790321000000002
152,51.282051282051285,5,8,1024,256,4,8,2,3.0,0.000195,106.2,11.83454
153,67.11409395973155,3,16,128,256,8,8,4,2.5,0.000149,48.277,5.770901
154,26.31578947368421,10,256,64,4096,2,8,4,3.2,0.00038,172.51,20.305931
155,22.22222222222222,12,128,4,16384,2,8,8,3.2,0.00045,286.63,28.19804
156,24.213075060532685,11,1024,16,128,4,4,2,3.6,0.000413,206.55,24.952678
157,10000.0,4,128,4,512,8,2,4,2.5,10000.0,10000.0,10000.0
158,59.1715976331361,1,128,8,128,4,8,2,2.9,0.000169,15.355,2.07836
159,26.178010471204185,10,16,64,2048,4,2,4,3.4,0.000382,124.68,17.437116
160,44.247787610619476,6,256,256,16384,4,4,4,3.1,0.000226,210.56,18.496025
161,59.1715976331361,1,512,256,8192,4,4,8,2.9,0.000169,74.0,5.9177729999999995
162,37.17472118959108,7,256,256,256,4,4,8,3.0,0.000269,97.421,13.522676
163,51.282051282051285,5,512,8,1024,4,4,4,2.9,0.000195,84.107,10.502035
164,26.954177897574123,9,64,128,4096,8,2,4,3.6,0.000371,154.98,17.754787999999998
165,46.082949308755765,2,1024,16,8192,4,4,8,3.3,0.000217,95.512,8.345745
166,26.31578947368421,10,128,8,256,2,4,8,3.1,0.00038,115.02,17.09547
167,44.247787610619476,6,8,16,2048,4,4,2,3.2,0.000226,81.01,10.817691000000002
168,45.662100456621,2,16,32,128,8,4,8,3.5,0.000219,28.873,3.805322
169,67.11409395973155,3,64,512,512,8,8,4,2.9,0.000149,56.497,6.562367
170,52.63157894736842,4,128,128,1024,8,4,4,3.5,0.00019,65.987,7.851269
171,44.247787610619476,6,16,16,128,8,4,4,2.9,0.000226,78.492,10.281507
172,26.31578947368421,10,32,256,8192,4,8,2,2.9,0.00038,202.94,21.75803
173,67.11409395973155,3,16,16,8192,8,8,8,2.3,0.000149,101.17,9.043249
174,26.178010471204185,10,128,128,512,8,4,4,3.5,0.000382,142.06,18.348882
175,52.63157894736842,4,32,16,256,4,2,4,3.2,0.00019,46.68,6.770491
176,67.11409395973155,3,32,128,16384,4,2,4,3.1,0.000149,164.66,12.198573
177,24.213075060532685,11,16,256,256,4,8,8,2.7,0.000413,155.62,20.343341000000002
178,67.56756756756758,3,128,8,64,8,8,4,2.3,0.000148,45.36,5.680667000000001
179,67.11409395973155,3,64,256,1024,4,4,8,2.6,0.000149,45.609,6.024406
180,52.63157894736842,4,16,256,256,2,8,4,2.6,0.00019,59.02,7.660016000000001
181,24.213075060532685,11,32,16,512,2,4,4,3.3,0.000413,122.81,18.253505999999998
182,77.51937984496125,2,32,16,64,2,2,2,3.2,0.000129,22.954,3.397994
183,59.1715976331361,1,32,4,64,4,4,8,2.8,0.000169,13.431,1.875102
184,77.51937984496125,2,32,128,128,4,2,4,3.0,0.000129,25.306,3.58829
185,77.51937984496125,2,1024,8,512,4,2,4,2.3,0.000129,42.668,5.06851
186,51.282051282051285,5,8,128,512,2,4,4,2.6,0.000195,61.618,8.813291
187,37.17472118959108,7,32,64,8192,4,4,8,2.6,0.000269,135.82,15.286712
188,51.282051282051285,5,64,64,256,2,2,2,2.7,0.000195,58.144,8.617253999999999
189,26.954177897574123,9,64,4,256,4,4,8,3.6,0.000371,102.67,15.053346999999999
190,37.17472118959108,7,256,16,8192,4,8,4,3.0,0.000269,166.2,16.405223
191,10000.0,11,8,2,1024,4,2,8,2.5,10000.0,10000.0,10000.0
192,77.51937984496125,2,32,16,16384,2,2,8,2.5,0.000129,155.78,10.672585
193,52.63157894736842,4,128,512,8192,4,4,4,3.6,0.00019,133.2,11.892674000000001
194,59.1715976331361,1,512,512,16384,4,2,4,2.6,0.000169,149.1,9.560013
195,26.31578947368421,10,256,4,128,4,8,4,2.9,0.00038,137.73,18.301112
196,67.11409395973155,3,256,2,1024,2,2,2,2.3,0.000149,46.677,5.936229
197,10000.0,1,4,4,4096,2,8,8,3.0,10000.0,10000.0,10000.0
198,67.11409395973155,3,256,32,512,8,4,2,2.3,0.000149,46.412,5.867156
199,26.31578947368421,10,64,512,4096,4,2,8,3.1,0.00038,192.76,22.165875
200,67.11409395973155,3,256,8,256,2,4,4,3.1,0.000149,39.124,5.529491999999999
201,22.22222222222222,12,1024,32,128,2,4,4,2.8,0.00045,224.0,27.406737999999997
202,52.63157894736842,4,16,512,128,4,8,2,3.0,0.00019,69.024,8.357087
203,77.51937984496125,2,16,64,128,8,8,4,2.6,0.000129,31.763,3.891407
204,30.12048192771085,9,256,64,2048,2,4,4,3.1,0.000332,125.12,17.064527000000002
205,22.22222222222222,12,128,8,8192,4,8,8,3.1,0.00045,212.77,24.560043999999998
206,26.178010471204185,10,512,8,128,4,4,4,3.5,0.000382,148.18,19.773058000000002
207,52.63157894736842,4,128,4,256,4,2,4,2.6,0.00019,48.419,7.010436
208,59.1715976331361,1,64,8,64,4,8,2,2.8,0.000169,14.531,2.022633
209,30.12048192771085,9,16,64,2048,4,2,4,3.3,0.000332,113.87,15.801010000000002
210,51.282051282051285,5,256,256,8192,4,4,4,3.1,0.000195,137.72,13.287221
211,59.1715976331361,1,256,256,4096,4,4,8,2.8,0.000169,55.59,4.2807
212,44.247787610619476,6,256,128,128,4,4,8,3.1,0.000226,78.74,11.154041000000001
213,52.63157894736842,4,256,8,1024,4,4,4,2.9,0.00019,59.125,7.689559
214,32.78688524590164,8,64,128,4096,8,4,4,3.5,0.000305,142.62,16.010292
215,46.082949308755765,2,512,16,8192,4,4,8,3.2,0.000217,87.581,7.71922
216,30.12048192771085,9,64,16,256,2,4,8,3.0,0.000332,101.48,15.135664
217,51.282051282051285,5,16,16,1024,4,4,4,3.1,0.000195,65.372,8.759794
218,58.47953216374268,1,32,32,128,8,4,8,3.4,0.000171,16.221,1.980386
219,46.082949308755765,2,64,512,256,8,8,4,2.8,0.000217,37.79,4.538565
220,52.63157894736842,4,64,64,1024,4,4,4,3.4,0.00019,56.194,7.333264
221,44.247787610619476,6,32,8,128,4,4,4,3.0,0.000226,67.654,9.974283
222,30.030030030030026,9,64,128,4096,4,8,4,2.9,0.000333,154.71,17.881558000000002
223,77.51937984496125,2,16,8,8192,4,8,4,2.4,0.000129,96.119,7.322158
224,30.12048192771085,9,64,128,256,8,4,4,3.4,0.000332,123.85,16.1338
225,67.11409395973155,3,64,16,256,4,2,4,3.2,0.000149,36.531,5.189622
226,67.11409395973155,3,32,128,8192,4,2,4,3.1,0.000149,105.07,8.855491
227,26.31578947368421,10,32,128,256,4,8,8,2.8,0.00038,135.09,17.87128
228,67.11409395973155,3,128,16,64,8,8,4,2.4,0.000149,46.625,5.696357
229,67.11409395973155,3,64,256,1024,4,4,8,2.7,0.000149,45.609,6.018212
230,67.11409395973155,3,16,256,256,2,8,4,2.7,0.000149,45.237,5.7991719999999995
231,24.213075060532685,11,32,16,256,2,4,4,3.2,0.000413,121.06,18.167492
232,77.51937984496125,2,64,16,64,2,2,2,3.1,0.000129,23.323,3.4402733000000003
233,59.1715976331361,1,32,4,64,4,4,8,2.8,0.000169,13.431,1.875102
234,58.47953216374268,1,32,128,128,4,2,8,3.0,0.000171,14.72,1.9420434999999998
235,77.51937984496125,2,1024,8,256,4,2,4,2.4,0.000129,40.917,4.959007
236,52.63157894736842,4,8,64,256,4,4,4,2.7,0.00019,47.741,6.881433
237,37.17472118959108,7,32,64,8192,4,4,8,2.7,0.000269,135.82,15.278144999999999
238,52.63157894736842,4,64,64,256,2,2,2,2.8,0.00019,47.168,6.935995
239,32.78688524590164,8,64,8,256,4,4,4,3.5,0.000305,91.383,13.380886
240,37.17472118959108,7,256,16,8192,4,8,4,3.0,0.000269,166.2,16.405223
241,26.31578947368421,10,8,4,1024,4,2,8,2.6,0.00038,113.0,16.774257000000002
242,77.51937984496125,2,32,8,8192,2,2,8,2.6,0.000129,79.314,6.9552879999999995
243,67.11409395973155,3,128,256,4096,4,4,4,3.5,0.000149,73.841,7.388956
244,59.1715976331361,1,512,256,8192,4,2,4,2.6,0.000169,86.66,6.002035
245,30.030030030030026,9,128,8,128,4,4,4,2.9,0.000333,104.06,15.353951
246,77.51937984496125,2,128,2,512,2,2,2,2.4,0.000129,26.636,3.7089939999999997
247,58.47953216374268,1,8,4,2048,2,8,8,3.0,0.000171,28.372,2.8224660000000004
248,67.11409395973155,3,256,32,256,8,4,4,2.4,0.000149,45.518,5.798399
249,30.12048192771085,9,32,256,2048,4,2,8,3.0,0.000332,124.55,16.900342
250,67.11409395973155,3,256,8,256,2,4,4,3.0,0.000149,39.124,5.533786999999999
251,24.213075060532685,11,512,32,128,4,4,4,2.9,0.000413,163.99,21.939475
252,67.11409395973155,3,16,512,128,4,8,2,3.0,0.000149,52.399,6.31
253,77.51937984496125,2,32,64,128,8,8,4,2.7,0.000129,31.898,3.8987909999999997
254,30.12048192771085,9,128,32,2048,2,4,4,3.0,0.000332,117.18,16.246406
255,24.213075060532685,11,64,8,8192,4,4,8,3.0,0.000413,178.6,21.796378
256,30.12048192771085,9,512,8,128,4,4,4,3.4,0.000332,133.66,17.825701
257,67.11409395973155,3,128,8,256,4,2,4,2.7,0.000149,37.338,5.313967
258,59.1715976331361,1,64,8,64,4,4,2,2.8,0.000169,12.873,1.847132
259,32.78688524590164,8,32,32,1024,4,4,4,3.2,0.000305,98.76,13.728361
260,52.63157894736842,4,128,128,8192,4,4,4,3.0,0.00019,118.73,10.809379
261,59.1715976331361,1,256,128,4096,4,4,8,2.8,0.000169,54.847,4.2039930000000005
262,44.247787610619476,6,128,128,128,4,4,8,3.1,0.000226,74.663,10.718725
263,67.11409395973155,3,256,8,512,4,4,4,3.0,0.000149,41.439,5.641378
264,37.17472118959108,7,64,64,2048,8,4,4,3.4,0.000269,107.57,13.034944
265,77.51937984496125,2,512,8,4096,4,4,8,3.1,0.000129,71.39,6.315017
266,32.78688524590164,8,64,16,128,2,4,4,3.0,0.000305,89.105,13.36784
267,52.63157894736842,4,16,16,1024,4,4,4,3.0,0.00019,54.577,7.142450999999999
268,58.47953216374268,1,32,16,128,8,4,8,3.3,0.000171,16.146,1.975004
269,46.082949308755765,2,64,256,256,8,8,4,2.8,0.000217,35.264,4.241412
270,67.11409395973155,3,64,64,512,4,4,4,3.3,0.000149,39.239,5.382045
271,51.282051282051285,5,32,8,64,4,4,4,3.0,0.000195,56.419,8.3296
272,32.78688524590164,8,64,128,4096,4,8,4,2.8,0.000305,141.53,16.097599
273,77.51937984496125,2,32,8,4096,4,4,4,2.5,0.000129,57.634,5.240705999999999
274,32.78688524590164,8,64,64,256,8,4,4,3.3,0.000305,108.0,14.062157
275,77.51937984496125,2,64,16,128,4,2,2,3.2,0.000129,24.259,3.4709719999999997
276,46.082949308755765,2,32,64,8192,4,2,4,3.1,0.000217,93.142,7.10606
277,30.030030030030026,9,32,64,128,4,8,8,2.8,0.000333,118.02,15.726549
278,67.11409395973155,3,64,16,64,8,8,4,2.5,0.000149,45.761,5.571473
279,67.11409395973155,3,32,128,512,4,4,8,2.8,0.000149,40.82,5.51684
280,77.51937984496125,2,16,128,128,2,4,8,2.7,0.000129,25.974,3.650779
281,26.31578947368421,10,32,16,256,2,4,4,3.1,0.00038,110.42,16.547853999999997
282,58.47953216374268,1,64,16,64,2,2,2,3.1,0.000171,12.614,1.7995676
283,59.1715976331361,1,32,8,64,4,4,8,2.9,0.000169,13.45,1.87159
284,59.1715976331361,1,32,64,128,4,4,8,2.9,0.000169,14.535,1.940969
285,77.51937984496125,2,512,8,256,4,2,4,2.5,0.000129,31.831,4.260062
286,67.11409395973155,3,16,32,256,4,4,4,2.8,0.000149,36.475,5.1734849999999994
287,44.247787610619476,6,32,32,4096,4,4,8,2.8,0.000226,107.81,12.248343
288,52.63157894736842,4,64,32,128,2,2,4,2.9,0.00019,45.905,6.82259
289,37.17472118959108,7,64,8,128,4,4,4,3.4,0.000269,79.377,11.65373
290,44.247787610619476,6,128,16,4096,4,4,4,3.0,0.000226,103.8,12.094053
291,30.030030030030026,9,16,4,512,2,2,8,2.7,0.000333,99.772,14.935265999999999
292,59.1715976331361,1,32,8,8192,2,2,8,2.7,0.000169,68.86,5.3230303
293,67.11409395973155,3,128,256,4096,4,4,4,3.4,0.000149,73.841,7.392399
294,59.1715976331361,1,256,256,8192,4,4,4,2.7,0.000169,84.62,5.765211
295,32.78688524590164,8,128,8,128,4,4,4,2.9,0.000305,92.818,13.65661
296,10000.0,2,128,2,512,4,2,2,2.5,10000.0,10000.0,10000.0
297,59.1715976331361,1,8,8,2048,2,4,8,2.9,0.000169,27.074,2.658333
298,67.11409395973155,3,128,32,256,8,4,4,2.5,0.000149,43.475,5.561384
299,32.78688524590164,8,32,256,2048,4,2,8,2.9,0.000305,112.56,15.130258
300,77.51937984496125,2,128,16,128,2,4,4,3.0,0.000129,25.001,3.596466
301,24.213075060532685,11,512,16,64,4,4,4,3.0,0.000413,162.83,21.802585
302,77.51937984496125,2,32,256,64,4,8,2,3.0,0.000129,29.616,3.923347
303,46.082949308755765,2,32,32,64,4,4,4,2.8,0.000217,24.212,3.502482
304,32.78688524590164,8,128,32,1024,2,4,4,3.0,0.000305,100.91,14.160297
305,26.31578947368421,10,64,8,4096,4,4,4,3.0,0.00038,145.3,18.390504
306,30.12048192771085,9,256,8,128,4,4,4,3.3,0.000332,110.18,15.978995
307,46.082949308755765,2,64,8,128,4,2,4,2.8,0.000217,24.459,3.5076359999999998
308,59.1715976331361,1,32,8,64,4,4,2,2.8,0.000169,12.741,1.825195
309,37.17472118959108,7,32,16,1024,4,4,4,3.1,0.000269,87.37,12.00311
310,67.11409395973155,3,64,128,4096,4,4,4,3.0,0.000149,70.655,7.076726
311,59.1715976331361,1,128,128,2048,4,4,8,2.8,0.000169,28.423,2.824999
312,51.282051282051285,5,128,64,64,4,4,8,3.2,0.000195,60.262,8.783804
313,77.51937984496125,2,128,8,512,4,4,4,3.0,0.000129,28.133,3.753583
314,44.247787610619476,6,64,64,2048,4,4,4,3.3,0.000226,83.672,11.051928
315,58.47953216374268,1,256,8,4096,4,4,8,3.0,0.000171,54.24,4.125457
316,37.17472118959108,7,64,16,128,2,4,4,2.9,0.000269,78.325,11.694398999999999
317,52.63157894736842,4,32,8,512,4,4,4,2.9,0.00019,48.869,6.893158
318,58.47953216374268,1,32,16,64,4,4,8,3.2,0.000171,13.5,1.865542
319,59.1715976331361,1,64,256,128,4,4,4,2.8,0.000169,15.069,2.041362
320,77.51937984496125,2,32,32,512,4,4,4,3.2,0.000129,27.47,3.6548920000000003
321,52.63157894736842,4,64,8,64,4,4,4,3.0,0.00019,46.138,6.776165
322,32.78688524590164,8,64,64,2048,4,4,4,2.8,0.000305,106.05,14.424372
323,77.51937984496125,2,32,8,4096,4,4,4,2.6,0.000129,57.634,5.234694999999999
324,32.78688524590164,8,64,64,128,8,4,4,3.2,0.000305,106.93,14.010530000000001
325,77.51937984496125,2,64,8,128,4,2,2,3.1,0.000129,24.158,3.4644062
326,77.51937984496125,2,32,64,4096,4,4,4,3.1,0.000129,58.158,5.269302
327,30.030030030030026,9,64,64,128,4,8,8,2.9,0.000333,119.14,15.870638
328,77.51937984496125,2,64,16,64,4,8,4,2.6,0.000129,27.652,3.735974
329,77.51937984496125,2,32,128,512,2,4,8,2.9,0.000129,29.178,3.831358
